Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
1976;Бохтар (Курган-Тюбе);20.03.2022 15:29;7778624;7;52 м?;2;БозорФаровон;Хонахои истикомати Дар шахри Кургонтеппа (Бохтар)  бо сифати баланд ва нархи дастрас;;213000
1977;Бохтар (Курган-Тюбе);20.03.2022 15:28;7234636;8;100 м?;4;ДружбаНародов;Хона дар шахри кургонтеппа(Бохтар);;368000
1978;Душанбе;20.03.2022 15:27;7553810;13;68 м?;1;Чино;68 кв 15 этажа дом 13 ум этаж;торг;300000
1979;Душанбе;20.03.2022 15:26;5371698;8;65 м?;1;92мкр;92 мик зади ресторан Райхона зал динамит 17 эт дом на 8 эт на стадии 16 эт срок сдачи 2021 в сентябрь 3 скоростных лифта  Надёжный застройшик. Перегаротки зделаны 2 комнаты и большой хол.;обмен,торг;390000
1980;Бохтар (Курган-Тюбе);20.03.2022 15:26;7908239;4;66 м?;3;бохтар;Хона;обмен,торг;300000
1981;Худжанд;20.03.2022 15:21;7803106;2;46 м?;2;28мкрдом4;Хона пеши мактаби ПУЛОТОВ  ;обмен,торг;240000
1982;Душанбе;20.03.2022 15:17;6634795;14;65 м?;2;Фирдавси;срочно срочно! дом 21этажный  большие комнаты каждая комната и кухня имеют по два окна красивая планировка рядом с цирком открытая пространство хороший вид из окон дом имеет два этажа автопарковки два скоростных лифтов два этажа торгового центра и тд. ведутся фасадные работы просьба по пустякам небеспокоит!;торг;350000
1983;Худжанд;20.03.2022 15:14;7694604;4;115 м?;3;19мкр;19 мкр элитный дом рядом рестаран Истирохат рядом Гимназия 24 школа застройщик по пустякам не звонит .;торг;660000
1984;Худжанд;20.03.2022 15:14;7159451;6;55 м?;2;19мкр;19 мкр элитный дом навастройка на против Гимназия 24ш и ресторан Истирохат очень удобнее место с лифтом дом на стадии 7 этажа дом 9этажный   сдача дома 01.01.2022 предложение от застройщика первый рук бес посредника,можно обрести квартиру в кредит перво начальный сумма 50% , остальное по частям каждый месяц без процента ,бехуда занг назанитон харидори аник ба ердам мекунем .;торг;295000
1985;Душанбе;20.03.2022 14:56;7688735;8;53 м?;2;Сино;Сурога: куч.Нахимов 40, назди маркази савдои Халоват, Махаллаи Борбад.;;441000
1986;Душанбе;20.03.2022 14:55;7908089;6;48 м?;2;Фирдавси;СРОЧНО!!! ХОНАИ ФУРУШИ!!!;торг;375000
1987;Гиссар;20.03.2022 14:42;7908020;11;40 м?;1;Хисор;ХОНА ДАР ЦЕНТРИ ХИСОР 1 ХОНАГА 2 ХОНАГА МЕША АЛИШАМ МЕША ЯГОН МОШИН БОША БО МАСЛИХАТ МЕКНЕМ ХАРИДОР БОША БО ГАП МЕЗАНЕМ;;140000
1988;Бохтар (Курган-Тюбе);20.03.2022 14:42;7425823;4;63 м?;4;Зубной;ремонташ ним кола дар 4рум этаж дар доми 5 этажа;торг;330000
1989;Душанбе;20.03.2022 14:36;7907973;4;48 м?;2;балх;Продам двух комнатную квартиру на 4 этаже с капитальным ремонтом.;торг;450000
1990;Душанбе;20.03.2022 14:35;6940430;4;63 м?;1;СзадиАшана;СРОЧНО ?? !!! ЗАМАНЧИВОЕ ?????? ПРЕДЛОЖЕНИЕ ОТ КОТОРОГО ВЫ ПРОСТО НЕ СМОЖЕТЕ ОТКАЗАТЬСЯ??;;595000
1991;Душанбе;20.03.2022 14:34;7907967;1;70 м?;3;Шохмансур;3-хонага фурухта мешавад, дар 1-ум этажи доми 4-этажа, 70 метри квадрати, дар балконаш погреб дорад, дар назди хона огороди худаш хаст, ремонт хаст, об свет доими хаст, минтакаи хуб ва орлом, дар наздаш мактаб, поликлиника, садик, магозахо дорад, ;торг;440000
1992;Душанбе;20.03.2022 14:22;7907910;1;63 м?;3;92мк;Хона 3 хонага бо чизу чораш 3 етаж пеши кафе суман дом 4 етаж охири нархш арзон намеша;620000c;590000
1993;Душанбе;20.03.2022 14:12;7635297;7;78 м?;2;92мкр;район 92 микрорайон дом на стадии фасада квартира на 7 этаже  в доме центральной отопление оринтер ресторан райхон;;567000
1994;Душанбе;20.03.2022 14:11;7907858;3;90 м?;2;82мкр;СРОЧНО продоется навостройка  ;обмен,торг;580000
1995;Душанбе;20.03.2022 14:11;7713412;4;37 м?;2;Цирк;район гулистон цирк ул мушфики дом 4 этажный квартира на 4 этаже в доме центральной отопление ремонт хороший отдам с имущества ми;;440000
1996;Душанбе;20.03.2022 14:11;7077601;7;130 м?;3;Шохмансур;готовый дом в павароте аэропорта 620$ за квадрат;;108800000
1997;Душанбе;20.03.2022 14:10;7752480;13;96 м?;2;Сино,Кароболо;дом готовый можно начать ремонт  надёжный застройщик оринтер борбад;;580000
1998;Душанбе;20.03.2022 14:08;7907837;10;59 м?;3;Скорая;Скори ЧДММ  Бустон сити;обмен,торг;400000
1999;Душанбе;20.03.2022 14:07;7574053;4;30 м?;1;фирдавсисултоникабир;Як хонага дар доми 6 ошиёна;;270000
2000;Душанбе;20.03.2022 14:05;7907811;5;75 м?;3;Хитойбозор;Жилой комплекс Platinum Plaza (Хайр Сохтмон)                                                                               Звоните по любым вопросам:;обмен,торг;350000
